xaxis,,Input,,1.8x,,0.9x,,0.7x,,0.6x,
X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
67.85349233390116,-0.14317180616740077,-72.12504258943784,0.0006607929515418665,-71.19608177172063,-0.0014737685222263597,-87.91737649063035,-0.002951541850220174,-87.91737649063035,0.0006607929515418665,-79.24707552526975,-0.0017474302496327532
146.02214650766612,-0.1409691629955947,-55.40374787052812,-0.0011453744493390428,-50.758943781942094,-0.0006527833400078453,-3.381942078364574,-0.0065638766519822145,-61.90647359454857,0.0006607929515418665,-49.36550255536629,-0.002951541850220174
211.72913117546844,-0.14537444933920707,-13.600511073253841,0.006243492190628919,-30.32180579216356,0.00016820184221089107,17.158413780049187,-0.0065638766519822145,6.836626916524693,-0.0005433186490453323,-32.38616316486848,-0.002951541850220174
278.5689948892675,-0.14317180616740077,6.836626916524693,0.02134961954345238,-9.884667802385025,-0.0006527833400078453,35.63441226575807,0.08645374449339216,34.70545144804086,0.47568281938326007,-9.884667802385025,-0.002951541850220174
404.31856899488923,-0.1409691629955947,22.62896081771717,0.05123348017621154,10.55247018739351,-0.0024589507408889766,70.00596252129469,-0.004757709251101305,36.563373083475284,0.19392070484581514,18.913117546848355,0.006982378854625715
514.2078364565588,-0.14317180616740077,39.814735945485495,0.11061123348017632,27.893072118114674,0.0036710719530104186,144.5550681431005,0.0015638766519825431,48.639863713798945,0.0006607929515418665,34.70545144804086,0.567797356828194
593.5093696763203,-0.14317180616740077,30.989608177172045,0.36731277533039663,34.240971039182256,0.08600220264317193,162.90204429301528,0.009034841810172223,85.24091993185684,-0.0065638766519822145,40.2792163543441,0.04400881057268724
656.9505962521295,-0.14537444933920707,34.240971039182256,0.5583149779735684,38.42129471890968,0.01917400881057274,183.33918228279381,0.027424909891870408,110.46736702631077,-0.0065638766519822145,51.42674616695058,0.0031237484981980757
700,-0.14537444933920707,34.70545144804086,0.6183700440528636,34.240971039182256,0.33435022026431727,202.84735945485514,0.0600837004405288,129.4594548551959,-0.0065638766519822145,73.95404599659281,-0.0020484581497797194
35,-0.14317180616740077,36.563373083475284,0.504581497797357,33.77649063032365,0.27881057268722476,219.17052810902894,0.09948395217117678,148.96763202725722,-0.0065638766519822145,94.15894378194204,-0.0037725270324389104
,,38.42129471890968,0.2751982378854627,33.77649063032365,0.23907488986784153,232.57410562180573,0.14033773861967713,188.0872042400151,0.0006607929515418665,114.59608177172058,-0.002951541850220174
,,38.42129471890968,0.22191629955947145,35.324758659852336,0.1987371512481645,242.792674616695,0.18127753303964766,211.20800681431004,0.005422507008410182,135.0332197614991,-0.002951541850220174
,,59.415809199318545,0.11914537444933937,34.70545144804086,0.15599118942731294,252.0822827938671,0.22209691629955963,231.64514480408857,0.01149779735682821,155.47035775127765,-0.002951541850220174
,,75.57972742759793,0.15057268722466977,30.989608177172045,0.130704845814978,260.442930153322,0.2607488986784142,252.0822827938671,0.02282739287144575,175.90749574105618,-0.002623147777332857
,,87.65621805792162,0.18940528634361242,34.70545144804086,0.48832599118942743,267.87461669505956,0.30364537444933937,272.5194207836456,0.03776932318782533,196.34463373083472,-0.0021305566680014376
,,98.8037478705281,0.23305433186490476,34.70545144804086,0.4413656387665199,276.23526405451446,0.35141850220264326,292.95655877342415,0.060264317180616755,216.78177172061325,0.000496595915098208
,,109.02231686541737,0.27447577092511033,34.70545144804086,0.4016299559471367,284.59591141396925,0.39801762114537453,313.3936967632027,0.08620744893872656,237.21890971039178,0.0014817781337606029
,,118.31192504258942,0.3163788546255508,32.84752981260644,0.37634361233480185,292.02759795570694,0.4458810572687226,334.3882112436115,0.1209515418502205,257.65604770017035,0.004273127753304129
,,127.60153321976148,0.3582819383259913,34.70545144804086,0.538898678414097,299.4592844974446,0.48561674008810585,351.4810902896081,0.15621696035242305,278.0931856899489,0.0075570684821788525
,,136.89114139693353,0.40307488986784157,55.142589437819396,-0.0021305566680014376,306.8909710391822,0.5280616740088107,366.3444633730834,0.19414647577092525,298.5303236797274,0.012318782539046946
,,145.25178875638838,0.4458810572687226,75.57972742759793,0.000496595915098208,315.2516183986371,0.5685198237885464,382.13679727427586,0.23526186979931485,318.96746166950595,0.018394072887465196
,,153.61243611584322,0.48615859030837016,96.01686541737647,0.013632358830596658,323.6122657580919,0.6115969162995596,397.00017035775124,0.2767463813719321,339.4045996592845,0.02496195434521442
,,161.97308347529807,0.5253524229074891,112.73816013628615,0.0447828823159222,331.9729131175468,0.6523259911894275,410.0056218057921,0.3159660163624922,359.8417376490629,0.033828594313175975
,,170.33373083475297,0.562740088105727,123.88568994889263,0.08807929515418511,342.1914821124361,0.6975403817914833,423.01107325383293,0.3569918187539334,380.27887563884144,0.045158189827793516
,,179.62333901192503,0.6039207048458151,132.24633730834748,0.13747797356828206,352.41005110732533,0.7328810572687225,436.9454855195911,0.39846916299559487,400.71601362862,0.058950740889067044
,,188.91294718909708,0.6407665198237886,138.74906303236796,0.17886930983847293,366.3444633730834,0.7735198237885463,453.6667802385008,0.44100440528634377,421.1531516183985,0.07422106527833416
,,199.13151618398635,0.6815859030837006,144.32282793867117,0.22462555066079304,385.8526405451447,0.8078534241089308,473.1749574105621,0.4817581097316782,441.59028960817705,0.09326792150580698
,,212.00425894378188,0.7246758967904343,149.89659284497444,0.2685756240822321,406.28977853492324,0.8207702576425044,494.54105621805786,0.5016464757709252,462.584804088586,0.11282378854625574
,,227.00034071550252,0.76602422907489,155.47035775127765,0.32276064610866384,427.0985008517887,0.8105462555066081,513.3060647359455,0.49934361233480196,482.4645655877341,0.13431718061674025
,,242.792674616695,0.8056093979441998,161.0441226575809,0.3733333333333334,447.1640545144803,0.788806567881458,534.4863713798977,0.48011613936724085,502.90170357751265,0.15960352422907498
,,261.3718909710392,0.8454545454545456,166.61788756388412,0.42089574155653464,467.60119250425885,0.7544893872647178,551.473083475298,0.448074260541221,523.3388415672912,0.18899479375250305
,,281.8090289608177,0.8732038446135364,172.19165247018734,0.4708663729809105,485.25144804088575,0.7095814977973569,566.6018739352639,0.4116928886091883,543.7759795570697,0.2108329995995195
,,300.65366269165247,0.8885210824417875,177.7654173764906,0.5100000000000001,501.0437819420782,0.6671365638766521,585.579216354344,0.3687175721977486,564.2131175468483,0.23070084100921118
,,322.4975127768313,0.8932687224669604,183.33918228279381,0.5527459618208519,516.8361158432708,0.6240143171806168,600.4425894378194,0.3259966960352424,583.6180768502744,0.2394762604013707
,,343.67781942078363,0.8851409691629957,188.91294718909708,0.5924816446402351,530.7705281090289,0.5809565764631845,615.3059625212946,0.27858480176211464,606.1195722127578,0.23626529613313774
,,363.55758091993175,0.8713976772126553,195.4156729131175,0.6337224669603525,541.9180579216353,0.5443171806167402,628.3114139693355,0.24238619676945672,622.7376490630322,0.2239482378854627
,,383.9947189097103,0.8493952743291951,201.91839863713793,0.6707488986784143,553.994548551959,0.5041299559471367,640.3879045996592,0.20424166142227818,648.5163117546847,0.17540748898678427
,,404.4318568994888,0.8122867440929116,209.35008517887562,0.7112070484581499,566.9999999999999,0.46424375917768,648.748551959114,0.1803744493392072,664.5408858603065,0.13813020068526694
,,424.86899488926736,0.7784621545855027,218.63969335604767,0.752387665198238,578.1475298126064,0.4245080763582968,666.0891538898352,0.12649045521292224,683.1201022146506,0.1002257709251102
,,445.3061328790459,0.7388906688025632,229.78722316865415,0.7943423536815608,589.2950596252128,0.3871806167400882,682.1911413969335,0.09096916299559488,701.6993185689948,0.06092110532639183
,,462.9563884156728,0.7003248898678416,242.792674616695,0.8364002517306484,601.3715502555366,0.34847702957835125,699.8413969335604,0.053716960352423015,721.2074957410562,0.02648898678414091
,,478.7487223168654,0.660313264806657,258.58500851788756,0.8761101321585905,613.4480408858602,0.3092143906020559,723.5298977853491,0.013755506607929568,739.7867120954003,0.004273127753304129
,,494.54105621805786,0.6199504405286345,278.0931856899489,0.9098197837404888,624.5955706984666,0.2682745961820854,740.4834327086882,-0.004983480176211419,768.5844974446336,-0.012343612334801746
,,509.4044293015331,0.5779570484581499,298.5303236797274,0.9293592310772929,636.6720613287904,0.22591567023285097,886.8721749006244,-0.02101321585903082,783.7575241340147,-0.01619676945668136
,,523.3388415672912,0.5383826305852739,318.96746166950595,0.9351061273528235,649.6775127768312,0.18411579609817508,912.2637705848948,-0.01860499265785598,826.1800681431004,-0.013788546255506517
,,538.2022146507666,0.494948604992658,339.4045996592845,0.9275530636764119,662.2184838160135,0.1437995594713657,940.4422487223168,-0.01920704845814969,856.5261215218626,-0.013788546255506517
,,552.1366269165246,0.454610866372981,359.8417376490629,0.9132679215058072,678.2430579216353,0.10474118942731292,961.8083475298125,-0.01920704845814969,883.1563316297555,-0.01619676945668136
,,563.5938103350369,0.4160792951541852,380.27887563884144,0.8922507008410093,695.1965928449744,0.06568281938325993,987.8192504258942,-0.002951541850220174,907.9286201022145,-0.013788546255506517
,,578.5456558773424,0.3704090623033356,400.71601362862,0.8605606728073689,710.9889267461668,0.03678414096916316,989.6771720613286,0.04220264317180633,925.7646678023849,-0.013788546255506517
,,593.6302101078932,0.32607195301027914,419.2952299829641,0.8236710719530105,751.491618398637,-0.011621145374449249,991.535093696763,0.11083700440528643,946.3256672345257,-0.011380323054331676
,,608.8032367972742,0.2806167400881059,436.9454855195911,0.7858017621145376,797.382282793867,-0.02462555066079286,1000.8247018739352,0.24359030837004414,968.4142911224682,-0.011982378854625386
,,622.8703577512775,0.23907488986784153,454.595741056218,0.7419921683798337,848.4751277683133,-0.02462555066079286,1001.7536626916523,0.6770704845814979,982.2454855195909,-0.011982378854625386
,,639.458943781942,0.19595264317180627,470.3880749574105,0.7030341409691632,873.557069846678,-0.02462555066079286,1002.6826235093696,0.6219823788546257,989.6771720613286,0.1686343612334803
,,655.0190374787052,0.1526046255506609,484.32248722316854,0.6614600377595974,908.3002044293015,-0.02462555066079286,1004.540545144804,0.5822466960352424,998.9667802385007,0.6508810572687226
,,672.9015332197614,0.1060958149779736,498.2568994889267,0.6233370044052865,937.0360590573536,-0.02582966226138006,1004.540545144804,0.5271585903083702,1002.6826235093696,0.569603524229075
,,692.1774701873934,0.06342511013215879,513.120272572402,0.5836013215859032,963.666269165247,-0.02522760646108657,1006.3984667802384,0.48110132158590324,1004.540545144804,0.44046255506607945
,,714.7047700170357,0.027589106928314067,527.05468483816,0.5360604153555697,984.1034071550254,-0.023722466960352406,1006.3984667802384,0.44317180616740104,1006.3984667802384,0.40524229074889884
,,735.1419080068142,0.005258309971966302,540.9890971039181,0.49713105726872264,989.6771720613286,0.022334801762114553,1008.2563884156729,0.3564757709251103,1006.3984667802384,0.35466960352422916
,,755.5790459965928,-0.007220664797757292,554.9235093696763,0.45658904971680314,991.535093696763,0.08193832599118944,1013.8301533219761,0.12889867841409708,1008.2563884156729,0.32215859030837013
,,776.0161839863713,-0.014116940328393834,567.9289608177171,0.41246696035242303,999.8957410562178,0.7222246696035244,1020.3328790459965,0.043105726872246786,1008.2563884156729,0.2842290748898679
,,796.4533219761498,-0.017400881057268558,581.8633730834752,0.3716024229074891,1004.540545144804,0.6039207048458151,1034.6801627862956,-0.005560450318159438,1010.1143100511073,0.24629955947136573
,,816.8904599659284,-0.017400881057268558,594.8688245315161,0.3290822320117476,1004.540545144804,0.4865198237885464,1058.0074010978612,-0.028438570729319546,1010.1143100511073,0.1948237885462556
,,837.3275979557069,-0.017400881057268558,607.874275979557,0.2869383259911895,1008.2563884156729,0.21740088105726885,1078.8574105621806,-0.03070084100921089,1012.9011925042588,0.1451541850220266
,,857.7647359454854,-0.017400881057268558,621.4371039182282,0.24629955947136573,1010.1143100511073,0.1469603524229075,1099.294548551959,-0.03070084100921089,1017.5459965928447,0.08254038179148337
,,878.201873935264,-0.015923107729274966,633.8851788756388,0.20475770925110148,1011.9722316865417,0.09819383259911896,1123.6539655498768,-0.03325501713166901,1024.9776831345825,0.028114537444934085
,,898.6390119250424,-0.016251501802162505,646.8906303236796,0.16615088105726883,1014.4494605337876,0.038891336270191035,1143.884667802385,-0.035298358029635324,1039.2217490062465,-0.001346059716103687
,,919.076149914821,-0.01690828994793736,661.754003407155,0.12573788546255527,1026.835604770017,-0.006399679615538556,1163.9502214650765,-0.03654625550660784,1058.791856899489,-0.01703964757709242
,,939.5132879045995,-0.016744092911493702,677.5463373083475,0.0911698482623593,1046.3437819420783,-0.02462555066079286,1182.157853492334,-0.039074889867841245,1088.1470187393527,-0.02101321585903082
,,960.5697331061896,-0.015996084189916493,696.1255536626916,0.052875450540648794,1071.4257240204429,-0.031850220264317164,1209.531232254401,-0.039074889867841245,1132.117830777967,-0.02101321585903082
,,978.5296422487221,-0.01459128732256465,716.5626916524701,0.018394072887465196,1093.720783645656,-0.031850220264317164,1225.633219761499,-0.039074889867841245,1145.7425894378193,-0.02462555066079286
,,989.6771720613286,0.058458149779735846,736.9998296422486,-0.007220664797757292,1126.234412265758,-0.03365638766519807,1246.8135264054513,-0.03979735682819374,1185.6879045996593,-0.02462555066079286
,,1002.6826235093696,0.1602055800293688,752.7921635434411,-0.016798825256974848,1168.0376490630324,-0.035462555066079204,1266.5074957410561,-0.039074889867841245,1205.1960817717206,-0.02462555066079286
,,1002.0633162975581,0.3065051395007343,770.442419080068,-0.02101321585903082,1259.0758091993187,-0.04268722466960351,1357.5456558773424,-0.040716860232278496,1225.633219761499,-0.02462555066079286
,,997.7281658148778,0.25533039647577105,796.4533219761498,-0.02101321585903082,1295.3052810902896,-0.04268722466960351,1377.982793867121,-0.039074889867841245,1246.5348381601364,-0.02462555066079286
,,995.2509369676319,0.4485903083700442,824.3221465076659,-0.02462555066079286,1314.2826235093696,-0.04268722466960351,1398.4199318568994,-0.03841810172206639,1346.3981260647358,-0.02462555066079286
,,999.8957410562178,0.4034361233480177,868.4477853492332,-0.02462555066079286,1337.3739352640544,-0.04268722466960351,1415.1412265758092,-0.03623662680931394,,
,,997.1088586030663,0.5786343612334803,889.9067802385006,-0.02462555066079286,1359.7751618398638,-0.04196475770925101,,,,
,,997.1088586030663,0.5244493392070486,911.0251561612719,-0.02462555066079286,1372.4090289608177,-0.04268722466960351,,,,
,,998.9667802385007,0.6165638766519825,929.9914395229981,-0.024851321585902975,,,,,,
,,1006.3984667802384,0.21559471365638783,950.2479462426651,-0.024424865394028217,,,,,,
,,1010.1143100511073,0.1090308370044053,971.0979557069846,-0.026924309171004968,,,,,,
,,1013.8301533219761,0.053039647577092675,984.1034071550254,-0.0198091042584434,,,,,,
,,1025.9066439522999,0.005356828193832763,988.4385576377057,0.04822320117474321,,,,,,
,,1044.7955139125495,-0.015193343122858582,998.9667802385007,0.14741189427312795,,,,,,
,,1072.2219761499148,-0.02462555066079286,998.9667802385007,0.09277533039647579,,,,,,
,,1090.9339011925042,-0.02462555066079286,998.5022998296421,0.31357929515418514,,,,,,
,,1111.8355195911413,-0.02462555066079286,998.0378194207834,0.25713656387665207,,,,,,
,,1132.7371379897786,-0.02462555066079286,998.0378194207834,0.22462555066079304,,,,,,
,,1153.9174446337308,-0.02462555066079286,998.9667802385007,0.192114537444934,,,,,,
,,1173.6114139693357,-0.025774929915898914,998.5022998296421,0.45039647577092523,,,,,,
,,1194.048551959114,-0.027909491389667584,998.0378194207834,0.3989207048458151,,,,,,
,,1214.4856899488927,-0.0282378854625549,998.9667802385007,0.3637004405286345,,,,,,
,,1234.9228279386712,-0.028073688426111243,998.5022998296421,0.5912775330396477,,,,,,
,,1255.3599659284498,-0.026431718061673992,998.9667802385007,0.538898678414097,,,,,,
,,1275.7971039182282,-0.02462555066079286,998.9667802385007,0.4991629955947138,,,,,,
,,1296.2342419080069,-0.02462555066079286,998.3474730266893,0.6839941262848752,,,,,,
,,1316.6713798977853,-0.02462555066079286,998.9667802385007,0.6436563876651984,,,,,,
,,1336.1795570698466,-0.02462555066079286,1012.3438160136285,0.018000000000000238,,,,,,
,,1357.5456558773424,-0.02462555066079286,1024.2809625212947,-0.012433920704845614,,,,,,
,,1377.982793867121,-0.02462555066079286,1047.2727427597956,-0.029387264717660955,,,,,,
,,1398.4199318568994,-0.02462555066079286,1067.709880749574,-0.03414897877452927,,,,,,
,,1418.857069846678,-0.02462555066079286,1088.1470187393527,-0.0359551461754104,,,,,,
,,1435.8880181714933,-0.02462555066079286,1108.584156729131,-0.0359551461754104,,,,,,
,,,,1129.0212947189098,-0.03874649579495393,,,,,,
,,,,1149.4584327086882,-0.03940328394072856,,,,,,
,,,,1169.8955706984668,-0.04186623948738477,,,,,,
,,,,1190.3327086882452,-0.04219463356027231,,,,,,
,,,,1210.769846678024,-0.04235883059671597,,,,,,
,,,,1231.2069846678023,-0.04235883059671597,,,,,,
,,,,1251.644122657581,-0.040716860232278496,,,,,,
,,,,1272.0812606473594,-0.04055266319583506,,,,,,
,,,,1292.518398637138,-0.03956748097717244,,,,,,
,,,,1312.9555366269165,-0.039074889867841245,,,,,,
,,,,1333.392674616695,-0.03973167801361632,,,,,,
,,,,1345.4691652470187,-0.03997797356828192,,,,,,
